,text_clean,text_preprocessed
711,jadi hari yang sedih di perjalanan fangirling gw pagi baca berita jin bts sempat mengalami hal membahayakan di camp militer januari lalu siangnya belum berhasil dapat tiket konser coldplay jkt sorenya tim bulutangis indonesia kalah di perempat final sudirman cup,"['sedih', 'jalan', 'fangirling', 'gw', 'pagi', 'baca', 'berita', 'jin', 'bts', 'alami', 'bahaya', 'camp', 'militer', 'januari', 'siang', 'hasil', 'tiket', 'konser', 'coldplay', 'jkt', 'sore', 'tim', 'bulutangis', 'indonesia', 'kalah', 'empat', 'final', 'sudirman', 'cup']"
712,ada yang tau coldplay itu apa  kok bisa konser,"['tau', 'coldplay', 'konser']"
713,konser coldplay ternoda dugaannya ada penipuan tiket,"['konser', 'coldplay', 'noda', 'duga', 'tipu', 'tiket']"
714,ronde   sonia mengikuti kegiatan produktif yaitu membeli tiket konser coldplay yang berlangsung sengit tidak sampai satu menit penjualan dibuka ruang tunggu pada laman pemesanan sudah penuh pertanyaannya tiket categori manakah yang bisa didapatkan oleh sonia,"['ronde', 'sonia', 'ikut', 'giat', 'produktif', 'beli', 'tiket', 'konser', 'coldplay', 'sengit', 'menit', 'jual', 'buka', 'ruang', 'tunggu', 'laman', 'mesan', 'penuh', 'tanya', 'tiket', 'categori', 'mana', 'dapat', 'sonia']"
715,penuh kontroversi mui dukung pembatalan konser coldplay,"['penuh', 'kontroversi', 'mui', 'dukung', 'batal', 'konser', 'coldplay']"
716,penipu tiket konser coldplay  hatihati guysss tandain orangnya jangan sampe ketipu sm ni orang gue tf jt trus orangnya malah ngilang  ismi fauziah no rek bca   no rek mandiri   nih akunnya    instagramnya,"['tipu', 'tiket', 'konser', 'coldplay', 'hatihati', 'guysss', 'tandain', 'orang', 'sampe', 'tipu', 'sm', 'ni', 'orang', 'gue', 'tf', 'jt', 'trus', 'orang', 'ngilang', 'ismi', 'fauziah', 'no', 'rek', 'bca', 'no', 'rek', 'mandiri', 'nih', 'akun', 'instagramnya']"
717,sebenarnya ini kesempatan bagus konser aespa nanti jarang ada yg fomo soalnya kan pada fokus di coldplay tapi kendala duit biaya harus kuliah juga mana itu seminggu sebelum uas bisa gila gw,"['sempat', 'bagus', 'konser', 'aespa', 'jarang', 'yg', 'fomo', 'fokus', 'coldplay', 'kendala', 'duit', 'biaya', 'kuliah', 'minggu', 'uas', 'gila', 'gw']"
718,ngomong² coldplay gue bukan fansyg ngikutin mereka sekedar tau beberapa lagunya aja anehnya  hari lalu gue mimpi dapet tiket konser coldplay di singapur scr cuma² dan gue seseneng itu karna dpt gratis dan itu diluar negeri bkn masalah coldplaynya wkwk,"['ngomong', 'coldplay', 'gue', 'fansyg', 'ngikutin', 'dar', 'tau', 'lagu', 'aja', 'aneh', 'gue', 'mimpi', 'dapet', 'tiket', 'konser', 'coldplay', 'singapur', 'scr', 'cuma', 'gue', 'neng', 'karna', 'dpt', 'gratis', 'luar', 'negeri', 'bkn', 'coldplaynya', 'wkwk']"
719,nikah bisa kapan konser coldplay di indo belum tentu ada lg,"['nikah', 'konser', 'coldplay', 'indo', 'lg']"
720,want to sell   tiket konser coldplay category   available  tiket seat lagi guyss take all lebih murcee   harga tiket satuan dm aja dibantu sampe jadi tiket fisikk  pindah tangan surat kuasa aman   tag coldplay in jakarta konser coldplay,"['want', 'to', 'sell', 'tiket', 'konser', 'coldplay', 'category', 'available', 'tiket', 'seat', 'guyss', 'take', 'all', 'murcee', 'harga', 'tiket', 'satu', 'dm', 'aja', 'bantu', 'sampe', 'tiket', 'fisikk', 'pindah', 'tangan', 'surat', 'kuasa', 'aman', 'tag', 'coldplay', 'in', 'jakarta', 'konser', 'coldplay']"
721,akhirnya setelah dapet tiket konser coldplay gua request doa yang lain ke mereka hahaha kali aja manjur lagi,"['dapet', 'tiket', 'konser', 'coldplay', 'gua', 'request', 'doa', 'hahaha', 'kali', 'aja', 'manjur']"
722,alumni  bakal demo ke sandiaga uno dan ancam kepung bandara soetta dan gbk imbas konser coldplay   sikat pengacau,"['alumni', 'demo', 'sandiaga', 'uno', 'ancam', 'kepung', 'bandara', 'soetta', 'gbk', 'imbas', 'konser', 'coldplay', 'sikat', 'acau']"
723,temen kerjaku saking udah sering nonton konser coldplay di luar pas di indo malah males ikut ngewar,"['temen', 'kerja', 'saking', 'udah', 'nonton', 'konser', 'coldplay', 'pas', 'indo', 'males', 'ngewar']"
724,jualan aqua aja kali ya di pintu gbk pas konser coldplay wkwk,"['jual', 'aqua', 'aja', 'kali', 'ya', 'pintu', 'gbk', 'pas', 'konser', 'coldplay', 'wkwk']"
725,kakak gua info anaknya gak pernah absen buat doain gua semoga dapet tiket konser coldplay sebelum coldplay umumin konser di indo doa mereka selalu semoga omnya bisa nonton konser coldplay  terus kemarin mrk masih doain smg omnya dapet tiket kakak gua bilang udah gk prlu wkwk,"['kakak', 'gua', 'info', 'anak', 'gak', 'absen', 'doain', 'gua', 'moga', 'dapet', 'tiket', 'konser', 'coldplay', 'coldplay', 'umumin', 'konser', 'indo', 'doa', 'moga', 'om', 'nonton', 'konser', 'coldplay', 'kemarin', 'mrk', 'doain', 'smg', 'om', 'dapet', 'tiket', 'kakak', 'gua', 'bilang', 'udah', 'gk', 'prlu', 'wkwk']"
726,waiting game started coldplay fans vs calo tiket konser  cara efektif menghancurkan percaloan tiket konser coldplay  via,"['waiting', 'game', 'started', 'coldplay', 'fans', 'vs', 'calo', 'tiket', 'konser', 'efektif', 'hancur', 'calo', 'tiket', 'konser', 'coldplay', 'via']"
727,ketika tiket coldplay sudah di tangan maka terbitlah panik bisa izin kerja buat konser gak ya,"['tiket', 'coldplay', 'tangan', 'terbit', 'panik', 'izin', 'kerja', 'konser', 'gak', 'ya']"
728,apalagi ini konsernya masih lama pengalaman beli tiket konser sama calo belinya pas mepet hari h dan transaksi cod di venue jauh lebih aman malah kadang ada yg jual rugi pas hari h tapi itu konser am sih kalo coldplay gak tau bakal kayak gini juga atau enggak,"['konser', 'alam', 'beli', 'tiket', 'konser', 'calo', 'beli', 'pas', 'mepet', 'h', 'transaksi', 'cod', 'venue', 'aman', 'kadang', 'yg', 'jual', 'rugi', 'pas', 'h', 'konser', 'am', 'sih', 'kalo', 'coldplay', 'gak', 'tau', 'kayak', 'gin']"
729,outfit harus anti ribet ya,"['outfit', 'anti', 'ribet', 'ya']"
730,mui tolak digelarnya konser coldplay di indonesia kemenkraf sandiaga uno buka suara,"['mui', 'tolak', 'gelar', 'konser', 'coldplay', 'indonesia', 'kemenkraf', 'sandiaga', 'uno', 'buka', 'suara']"
731,cak imin dukung konser coldplay sebut lagu band asal inggris itu tak ada kaitannya dengan lgbt,"['cak', 'imin', 'dukung', 'konser', 'coldplay', 'lagu', 'band', 'inggris', 'kait', 'lgbt']"
732,nyokap ada nanyain updatan tentang tiket konser coldplay  nyokap   gmn udah dapet belum tiketnya  saya  belum mih   nyokap  yaudah nonton dangdut ajalah da sama mereun sambil ketawa  mau tambah nangis gak sih lo,"['nyokap', 'nanyain', 'updatan', 'tiket', 'konser', 'coldplay', 'nyokap', '', 'gmn', 'udah', 'dapet', 'tiket', 'belum', 'mih', '', 'nyokap', 'yaudah', 'nonton', 'dangdut', 'aja', 'da', 'mereun', 'ketawa', 'nang', 'gak', 'sih', 'lo']"
733,mimin kasih tipstips buat sobat diskon menghibur diri bagi pejuang war tiket  yang belum berhasil dapet tiket konsernya kayak mimin  yuk bisa yuk  hari,"['mimin', 'kasih', 'tipstips', 'sobat', 'diskon', 'hibur', 'juang', 'war', 'tiket', 'hasil', 'dapet', 'tiket', 'konser', 'kayak', 'mimin', 'yuk', 'yuk']"
734,barang yang harus dibawa pas nonton konser coldplay dan niki  a thread,"['barang', 'bawa', 'pas', 'nonton', 'konser', 'coldplay', 'nik', 'a', 'thread']"
735,serius nanya nanti coldplay kira ada abang calo keliling konser gbk ga ya,"['serius', 'nanya', 'coldplay', 'abang', 'calo', 'keliling', 'konser', 'gbk', 'ga', 'ya']"
736,masalahnya kalau cak imin jadi presidennya kapan udah keburu bubar kali kutpley,"['cak', 'imin', 'presiden', 'udah', 'keburu', 'bubar', 'kali', 'kutpley']"
737,bayangin kalo di konser coldplay ada yang bawa candybong atau armybomb kalo gw diposisi masnya udh gw hancurin tuh lightstick secara galangsung ngedisrespek cloudies,"['bayangin', 'kalo', 'konser', 'coldplay', 'bawa', 'candybong', 'armybomb', 'kalo', 'gw', 'posisi', 'mas', 'udh', 'gw', 'hancurin', 'tuh', 'lightstick', 'galangsung', 'ngedisrespek', 'cloudies']"
738,kmrn lagi ngomongin konser coldplay sama ayah trs aku nyautin gini ayah aku jg mau nonton konsernya one direction terus beliau jawab gini ga ada itu mah udh bubar sakit hati bgt aku jsmsianzs mau nangis tapi shock juga hahahah ya allahhhh,"['kmrn', 'ngomongin', 'konser', 'coldplay', 'ayah', 'trs', 'nyautin', 'gin', 'ayah', 'jg', 'nonton', 'konser', 'one', 'direction', 'beliau', 'gin', 'ga', 'mah', 'udh', 'bubar', 'sakit', 'hati', 'bgt', 'jsmsianzs', 'nang', 'shock', 'hahahah', 'ya', 'allahhhh']"
739,politikus partai islam semalaysia menyerukan agar konser coldplay di kuala lumpur dibatalkan karena tak bermanfaat bagi ag,"['politikus', 'partai', 'islam', 'semalaysia', 'seru', 'konser', 'coldplay', 'kuala', 'lumpur', 'batal', 'manfaat', 'ag']"
740,guys ramein yukk please bantu retweet  tags  wts wts soldout cat  cat  cat  cat  cat  festival my universe ultimate experience cat  chris martin wtb konser  polri,"['guys', 'ramein', 'yukk', 'please', 'bantu', 'retweet', 'tags', 'wts', 'wts', 'soldout', 'cat', 'cat', 'cat', 'cat', 'cat', 'festival', 'my', 'universe', 'ultimate', 'experience', 'cat', 'chris', 'martin', 'wtb', 'konser', 'polri']"
741,ini ada korelasinya antara lgbt dengan konser coldplay    kayaknya bakalan jadi ya hmm,"['korelasi', 'lgbt', 'konser', 'coldplay', 'kayak', 'ya', 'hmm']"
742,baru rumor tp yg gua baca bmth konser  november barengan coldplay,"['rumor', 'tp', 'yg', 'gua', 'baca', 'bmth', 'konser', 'november', 'bareng', 'coldplay']"
743,ribut soal coldplay datang ke indonesia ustadz derry sulaiman boleh konser tapi jangan ada atribut lgbt,"['ribut', 'coldplay', 'indonesia', 'ustadz', 'derry', 'sulaiman', 'konser', 'atribut', 'lgbt']"
744,indonesia siapa nih kinto friends yang mau tampil keren saat konser coldplay pakai kinto aja  mobilitas dijamin jadi ,"['indonesia', 'nih', 'kinto', 'friends', 'tampil', 'keren', 'konser', 'coldplay', 'pakai', 'kinto', 'aja', 'mobilitas', 'jamin']"
745,indonesia siapa nih kinto friends yang berhasil war tiket coldplay   cat  cat  atau masih dalam antrian  sambil nunggu an,"['indonesia', 'nih', 'kinto', 'friends', 'hasil', 'war', 'tiket', 'coldplay', 'cat', 'cat', 'antri', 'nunggu', 'an']"
746,hallo temanteman lets join to our trippp info lebih lanjut hubungi nomor dibawah yaaa trusted,"['hallo', 'temanteman', 'lets', 'join', 'to', 'our', 'trippp', 'info', 'hubung', 'nomor', 'bawah', 'yaaa', 'trusted']"
747,vigor dugaan penipuan tiket konser coldplay ini mencuat usai akun twitter  dlm postingannya dia mengaku temannya ditipu,"['vigor', 'duga', 'tipu', 'tiket', 'konser', 'coldplay', 'cuat', 'akun', 'twitter', 'dlm', 'postingannya', 'aku', 'teman', 'tipu']"
748,konser coldplay jakarta  want to sale  wts  cat a  ready  ticket tiket duduk sebelahan semua  proof tixemail cod di venue atau bandung diurus sampai tiket jadi  fix harus dp dlu rb tanda jadi,"['konser', 'coldplay', 'jakarta', 'want', 'to', 'sale', 'wts', 'cat', 'a', 'ready', 'ticket', 'tiket', 'duduk', 'belah', 'proof', 'tixemail', 'cod', 'venue', 'bandung', 'urus', 'tiket', 'fix', 'dp', 'dlu', 'rb', 'tanda']"
749,ni apa gue ngelamar jadi staff temporer konser coldplay aja kali ya,"['ni', 'gue', 'ngelamar', 'staff', 'temporer', 'konser', 'coldplay', 'aja', 'kali', 'ya']"
750,war konser coldplay juga dapet ini mah,"['war', 'konser', 'coldplay', 'dapet', 'mah']"
751,open jasa war konser aespa untuk  orang doang yaa fee tiket pakai data pribadi tnc boleh dm aja yaa  ini iseng doang sih mau bantuin karena kemarin ticketing blackpink sama coldplay dapet semua   hyperline synkhyperlineinjakarta,"['open', 'jasa', 'war', 'konser', 'aespa', 'orang', 'doang', 'yaa', 'fee', 'tiket', 'pakai', 'data', 'pribadi', 'tnc', 'dm', 'aja', 'yaa', 'iseng', 'doang', 'sih', 'bantuin', 'kemarin', 'ticketing', 'blackpink', 'coldplay', 'dapet', 'hyperline', 'synkhyperlineinjakarta']"
752,ahmad sahroni ini bisa mereduksi suara   meski capresnya tetap,"['ahmad', 'sahroni', 'reduksi', 'suara', 'capresnya']"
753,wts want to sale tiket konser coldplay in jakarta  festival   tikeetttt  cod jkt pusat gasss  start from k  trusted  no scam,"['wts', 'want', 'to', 'sale', 'tiket', 'konser', 'coldplay', 'in', 'jakarta', 'festival', 'tikeetttt', 'cod', 'jkt', 'pusat', 'gasss', 'start', 'from', 'k', 'trusted', 'no', 'scam']"
754,konser coldplay jalan teruspak sandiaga memang hebat,"['konser', 'coldplay', 'jalan', 'teruspak', 'sandiaga', 'hebat']"
755,open rent telezoom apexel x  fee  k deposit  k dikembalikan full jika barang sudah kembali tanpa rusak dan lengkap dom bekasi  nanti aku kasih tips cara bawa ke venue  tag rent konser kpop nmixx woodz kim seonho aespa babymetal agust d coldplay,"['open', 'rent', 'telezoom', 'apexel', 'x', 'fee', 'k', 'deposit', 'k', 'kembali', 'full', 'barang', 'rusak', 'lengkap', 'dom', 'bekas', 'kasih', 'tips', 'bawa', 'venue', 'tag', 'rent', 'konser', 'kpop', 'nmixx', 'woodz', 'kim', 'seonho', 'aespa', 'babymetal', 'agust', 'd', 'coldplay']"
756,sandiaga uno for president kalo bisa bikin konser coldplay  hari,"['sandiaga', 'uno', 'for', 'president', 'kalo', 'bikin', 'konser', 'coldplay']"
757,atie  gratis artinya free free artinya bebas dan artinya tidak ada  bebas dari konser coldplay,"['atie', 'gratis', 'free', 'free', 'bebas', 'bebas', 'konser', 'coldplay']"
758,kayaknya gw jadi dukung  supaya coldplay gajadi konser disini deh,"['kayak', 'gw', 'dukung', 'coldplay', 'gajadi', 'konser', 'deh']"
759,wr yo ketua mui konser coldplay memang bikin heboh tapi gimana dengan rasa senang dan persatuan yang bisa dirasain samasama musik tuh bisa jadi penghubung bukan pembatas yuk lepasin persepsi negatif dan nikmati kesenangan bersama,"['wr', 'yo', 'ketua', 'mui', 'konser', 'coldplay', 'bikin', 'heboh', 'gimana', 'senang', 'satu', 'dirasain', 'samasama', 'musik', 'tuh', 'hubung', 'batas', 'yuk', 'lepasin', 'persepsi', 'negatif', 'nikmat', 'senang']"
760,coldplay janjikan penampilan maksimal saat konser di sugbk jakarta,"['coldplay', 'janji', 'tampil', 'maksimal', 'konser', 'sugbk', 'jakarta']"
761,halo pk entertainment saya mau jadi volunteer atau security di konser coldplay jakarta,"['halo', 'pk', 'entertainment', 'volunteer', 'security', 'konser', 'coldplay', 'jakarta']"
762,identitas terduga pelaku penipuan tiket konser coldplay a thread  note  saya bukan korban namun saya hanya menerima laporan dan mengumpulkan bukti sebanyaknya untuk memperingati teman agar lebih berhati dalam bertransaksi,"['identitas', 'duga', 'laku', 'tipu', 'tiket', 'konser', 'coldplay', 'a', 'thread', 'note', 'korban', 'terima', 'lapor', 'kumpul', 'bukti', 'banyak', 'ingat', 'teman', 'hati', 'transaksi']"
763,kacau balaunya war tickey konser coldplay adalah kita  fomo egois mau menangnya ndiri ngambil kesempatan dalam kesempitan pake orang dalem,"['kacau', 'balau', 'war', 'tickey', 'konser', 'coldplay', 'fomo', 'egois', 'menang', 'ndiri', 'ngambil', 'sempat', 'sempit', 'pake', 'orang', 'dalem']"
764,cak imin dukung konser coldplay di indonesia tapi belum dapat tiket,"['cak', 'imin', 'dukung', 'konser', 'coldplay', 'indonesia', 'tiket']"
765,coldplay bisa buat sebagai sekedar hiburan namun itu dapat membuat minat terhadap budaya lokal menurun tetapi konser coldplay hanyalah inagurasi saja karena brainwash nya sudah dilakukan dengan media yang menarik minat generasi muda tentang hiburan luar negeri namun yang,"['coldplay', 'dar', 'hibur', 'minat', 'budaya', 'lokal', 'turun', 'konser', 'coldplay', 'inagurasi', 'brainwash', 'nya', 'media', 'tarik', 'minat', 'generasi', 'muda', 'hibur', 'negeri']"
766,gpp gak ntn coldplay kalo coldplay bisa ke indo kemungkinan u pun ada   cara efektif menghancurkan percaloan tiket konser coldplay  via,"['gpp', 'gak', 'ntn', 'coldplay', 'kalo', 'coldplay', 'indo', 'u', 'efektif', 'hancur', 'calo', 'tiket', 'konser', 'coldplay', 'via']"
767,yang lain rela beli tiket sekali konser coldplay sampai jutaan kalo aku cukup ikut konser aftershine berkali kali muk satus ewu jujul ati wes seneng e ra umum,"['rela', 'beli', 'tiket', 'konser', 'coldplay', 'juta', 'kalo', 'konser', 'aftershine', 'kali', 'kali', 'muk', 'satus', 'ewu', 'jujul', 'ati', 'wes', 'neng', 'e', 'ra']"
768,liat konser coldplay di rio de janeiro keren bgt si  wajar kalo tiketnya sampe belasan juta  sumpah konser terkeren menurut gua,"['liat', 'konser', 'coldplay', 'rio', 'de', 'janeiro', 'keren', 'bgt', 'si', 'wajar', 'kalo', 'tiket', 'sampe', 'bas', 'juta', 'sumpah', 'konser', 'keren', 'gua']"
769,bukan cuma pa  yang tolak konser  tapi  juga tolak konser coldplay karena dukung lgbt mui siapkan sura,"['pa', 'tolak', 'konser', 'tolak', 'konser', 'coldplay', 'dukung', 'lgbt', 'mui', 'siap', 'sura']"
770,hi jadi nonton konser coldplay gk by,"['hi', 'nonton', 'konser', 'coldplay', 'gk', 'by']"
771,tiket konser paling mahal  jt yg coldplay sedangkan ptn jalur mandiri yg gue mau paling murah  jt,"['tiket', 'konser', 'mahal', 'jt', 'yg', 'coldplay', 'ptn', 'jalur', 'mandiri', 'yg', 'gue', 'murah', 'jt']"
772,mau nonton konser coldplay kemenkes booster dulu,"['nonton', 'konser', 'coldplay', 'kemenkes', 'booster']"
773,rebutan koq rebutan  tiket konser coldplay rebutan sapi tuh buat bulan depan kurban,"['rebut', 'koq', 'rebut', 'tiket', 'konser', 'coldplay', 'rebut', 'sapi', 'tuh', 'kurban']"
774,tolak konser coldplay anwar abbas mui merusak akhlak dan moral anak bangsa,"['tolak', 'konser', 'coldplay', 'anwar', 'abbas', 'mui', 'rusak', 'akhlak', 'moral', 'anak', 'bangsa']"
775,please bawa bendera konser di jakarta,"['please', 'bawa', 'bendera', 'konser', 'jakarta']"
776,boleh dicek kaa kita udah pernah secure untuk bbrp konser termasuk niki sama coldplay yg baru kemarin proofnya bisa cek di instagram,"['cek', 'kaa', 'udah', 'secure', 'bbrp', 'konser', 'nik', 'coldplay', 'yg', 'kemarin', 'proofnya', 'cek', 'instagram']"
777,apa banyak yang pakai pinjol demi nonton konser coldplay  ketua dewan komisioner ojk mahendra siregar membenarkan perminta,"['pakai', 'pinjol', 'nonton', 'konser', 'coldplay', 'ketua', 'dewan', 'komisioner', 'ojk', 'mahendra', 'siregar', 'benar', 'minta']"
778,udah dari taun kemarin berencana mau ke semarang bareng tementemen jadwalnya yang cocok minggu kedua november pas banget mengobati patah hati nggak dapet tiket konser coldplay,"['udah', 'taun', 'kemarin', 'rencana', 'semarang', 'bareng', 'tementemen', 'jadwal', 'cocok', 'minggu', 'november', 'pas', 'banget', 'obat', 'patah', 'hati', 'nggak', 'dapet', 'tiket', 'konser', 'coldplay']"
779,hah negara tetangga juga tolak konser coldplay        ,"['hah', 'negara', 'tetangga', 'tolak', 'konser', 'coldplay']"
780,ide alternatif buat dateng konser coldplay apply jadi panitia,"['ide', 'alternatif', 'dateng', 'konser', 'coldplay', 'apply', 'panitia']"
781,nasrudin hassan tantawi pemimpin partai islam malaysia pas menyerukan agar konser coldplay dibatalkan karena alasan b,"['nasrudin', 'hassan', 'tantawi', 'pimpin', 'partai', 'islam', 'malaysia', 'pas', 'seru', 'konser', 'coldplay', 'batal', 'alas', 'b']"
782,mamaku  jare meh nonton konser dek ngomong ayah dewe ayah  konser opo aku  so ayah  tikete piro aku   ayah  tak kiro coldplay aku  koyo oleh oleh o wae ayah  yo yen ngomong yo oleh salae ra gelem omong zojsjdhdh aku harus menghancurkan apa ya,"['mama', 'jare', 'meh', 'nonton', 'konser', 'dek', 'ngomong', 'ayah', 'dewe', 'ayah', 'konser', 'opo', 'so', 'ayah', 'tikete', 'piro', 'ayah', 'kiro', 'coldplay', 'koyo', 'o', 'wae', 'ayah', 'yo', 'yen', 'ngomong', 'yo', 'salae', 'ra', 'gelem', 'omong', 'zojsjdhdh', 'hancur', 'ya']"
783,war tiket coldplay makan korban cek  cara menghindari modus penipuan tiket konser,"['war', 'tiket', 'coldplay', 'makan', 'korban', 'cek', 'hindar', 'modus', 'tipu', 'tiket', 'konser']"
784,open rent  samsung s ultra  available concert suga agust d jakarta day    nmixx aespa txt coldplay dll  cod venue cek sosmed trusted  dm for more info  t sewa hp su konser,"['open', 'rent', 'samsung', 's', 'ultra', 'available', 'concert', 'suga', 'agust', 'd', 'jakarta', 'day', 'nmixx', 'aespa', 'txt', 'coldplay', 'dll', 'cod', 'venue', 'cek', 'sosmed', 'trusted', 'dm', 'for', 'more', 'info', 't', 'sewa', 'hp', 'su', 'konser']"
