,text_clean,text_preprocessed
933,kecewa karena gagal mendapatkan tiket konser coldplay simak wejangan dari psikolog,"['kecewa', 'gagal', 'tiket', 'konser', 'coldplay', 'simak', 'wejang', 'psikolog']"
934,ini maksudnya opening konser coldplay kah,"['maksud', 'opening', 'konser', 'coldplay', 'kah']"
935,wts tiket konser coldplay  cat   jt cat    jt  trusted aman amanah bisa cod ya minat bisa wa ke  atau dm twt,"['wts', 'tiket', 'konser', 'coldplay', 'cat', 'jt', 'cat', 'jt', 'trusted', 'aman', 'amanah', 'cod', 'ya', 'minat', 'wa', 'dm', 'twt']"
936,meski baru digelar pada  november  mendatang namun harga tiket konser coldplay di jakarta sudah dirilis,"['gelar', 'november', 'harga', 'tiket', 'konser', 'coldplay', 'jakarta', 'rilis']"
937,warganet curhat ayahnya tak punya uang untuk berobat karena tabungan dipakai kakaknya beli tiket konser coldplay ,"['warganet', 'curhat', 'ayah', 'uang', 'obat', 'tabung', 'pakai', 'kakak', 'beli', 'tiket', 'konser', 'coldplay']"
938,konser niki sama coldplay harusnya ada additional show ga sih,"['konser', 'nik', 'coldplay', 'additional', 'show', 'ga', 'sih']"
939,chris martin coldplay merasa beruntung bisa konser di indonesia,"['chris', 'martin', 'coldplay', 'untung', 'konser', 'indonesia']"
940,watchlist  niki konser                         coldplay konser                        timnas argentina,"['watchlist', 'nik', 'konser', 'coldplay', 'konser', 'timnas', 'argentina']"
941,warganet curhat ayahnya tak punya uang untuk berobat karena tabungan dipakai kakaknya beli tiket konser coldplay,"['warganet', 'curhat', 'ayah', 'uang', 'obat', 'tabung', 'pakai', 'kakak', 'beli', 'tiket', 'konser', 'coldplay']"
942,udah banyak banget nih yang kena penipuan tiket konser coldplay hatihati ya gengs kalau beli tiket di luar laman re,"['udah', 'banget', 'nih', 'kena', 'tipu', 'tiket', 'konser', 'coldplay', 'hatihati', 'ya', 'gengs', 'beli', 'tiket', 'laman', 're']"
943,iyaa nih adakahhh yg punya grup wa konser coldplay,"['iyaa', 'nih', 'adakahhh', 'yg', 'grup', 'wa', 'konser', 'coldplay']"
944,gasuka bola gasuka anime gasuka nonton konser gasuka nasi goreng gasuka dicuekin gasuka film horror indo gasuka coldplay gasuka kalo ada yang jelekin blackpink gasuka seblak gasuka bakso kalo gapake suiran ayam gasuka cowo sombong gasuka nunggu gasuka makanan korea apalagi ya,"['gasuka', 'bola', 'gasuka', 'anime', 'gasuka', 'nonton', 'konser', 'gasuka', 'nasi', 'goreng', 'gasuka', 'dicuekin', 'gasuka', 'film', 'horror', 'indo', 'gasuka', 'coldplay', 'gasuka', 'kalo', 'jelekin', 'blackpink', 'gasuka', 'seblak', 'gasuka', 'bakso', 'kalo', 'gapake', 'suiran', 'ayam', 'gasuka', 'cowo', 'sombong', 'gasuka', 'nunggu', 'gasuka', 'makan', 'korea', 'ya']"
945,terhitung sejak hari sabtu  mei  telah terjadi sebanyak  kasus penipuan tiket penjualan konser coldplay,"['hitung', 'sabtu', 'mei', 'tipu', 'tiket', 'jual', 'konser', 'coldplay']"
946,serious only   want to trade wtt tuker tukar tiket konser coldplay in jakarta  have  festival  tix want  cat     tix  siap cod dalam bentuk gelang jakarta  mau tuker karena aku pendek tkt penyek pulang pulang  dm ya,"['serious', 'only', 'want', 'to', 'trade', 'wtt', 'tuker', 'tukar', 'tiket', 'konser', 'coldplay', 'in', 'jakarta', 'have', 'festival', 'tix', 'want', 'cat', 'tix', 'cod', 'bentuk', 'gelang', 'jakarta', 'tuker', 'pendek', 'tkt', 'penyek', 'pulang', 'pulang', 'dm', 'ya']"
947,kalo lo emang gapunya duit buat nonton konser ga perlu nyinyirin orang yg rela cuti buat war tiket coldplay atau kalo emang cuma punya duit buat liburan ke bali jangan nyinyirin orang yg liburan ke sg atau luar negeri apalagi bilang jajan makan naik wahana itu pemborosan,"['kalo', 'lo', 'emang', 'gapunya', 'duit', 'nonton', 'konser', 'ga', 'nyinyirin', 'orang', 'yg', 'rela', 'cuti', 'war', 'tiket', 'coldplay', 'kalo', 'emang', 'duit', 'libur', 'bal', 'nyinyirin', 'orang', 'yg', 'libur', 'sg', 'negeri', 'bilang', 'jajan', 'makan', 'wahana', 'boros']"
948,biar gak  gagal paham walau di negara tdk diakui agama asli batak agama parmalim    pembahasan tentang agama parmalim menjadi yang berita terpopuler pengamanan dan dukungan konser coldplay dari pemerintah juga menyita perhatian pembaca,"['biar', 'gak', 'gagal', 'paham', 'negara', 'tdk', 'aku', 'agama', 'asli', 'batak', 'agama', 'parmalim', 'bahas', 'agama', 'parmalim', 'berita', 'populer', 'aman', 'dukung', 'konser', 'coldplay', 'perintah', 'sita', 'perhati', 'baca']"
949,insyaalloh sampai kiamat tidak pernah ada konser coldplay yg gratis di indonesia,"['insyaalloh', 'kiamat', 'konser', 'coldplay', 'yg', 'gratis', 'indonesia']"
950,dari selama ini kita lihat selalu membawax bendera palestina dan membela palestinadan kita tahu  dukung anisjadi bila yg harus disalahkan itu secara tak langsung ya anissebab pendukungnya menggagalkan piala duniakini mereka mau menggagalkan konser coldplay,"['lihat', 'membawax', 'bendera', 'palestina', 'bela', 'palestinadan', 'dukung', 'anisjadi', 'yg', 'salah', 'langsung', 'ya', 'anissebab', 'dukung', 'gagal', 'piala', 'duniakini', 'gagal', 'konser', 'coldplay']"
951,pemerintah pun buka suara terkait penolakan ini berikut rangkuman tanggapan beberapa menteri terkait penolakan konser coldpl,"['perintah', 'buka', 'suara', 'kait', 'tolak', 'rangkum', 'tanggap', 'menteri', 'kait', 'tolak', 'konser', 'coldpl']"
952,coldplay gelar konser music of the spheres world tour di gbk pada  november,"['coldplay', 'gelar', 'konser', 'music', 'of', 'the', 'spheres', 'world', 'tour', 'gbk', 'november']"
953,coba kasih tiket konser coldplay barangkali lamgsung sadar,"['coba', 'kasih', 'tiket', 'konser', 'coldplay', 'barangkali', 'lamgsung', 'sadar']"
954,tanpa perlu berburu war tiket ini  tips dan trik cara menikmati konser coldplay,"['buru', 'war', 'tiket', 'tips', 'trik', 'nikmat', 'konser', 'coldplay']"
955,kode promo referral pinjaman online pinjolpayleter ojk kredivo dpt  andrhnq point ditukar voucherbelanja di tokopedia lazada gojek apple ibox erafone grab vivo samsung blibli oppo digimap reddoorz mcd lazada zalora cgvtiket konser coldplay cat hotelpesawatbioskop,"['kode', 'promo', 'referral', 'pinjam', 'online', 'pinjolpayleter', 'ojk', 'kredivo', 'dpt', 'andrhnq', 'point', 'tukar', 'voucherbelanja', 'tokopedia', 'lazada', 'gojek', 'apple', 'ibox', 'erafone', 'grab', 'vivo', 'samsung', 'blibli', 'oppo', 'digimap', 'reddoorz', 'mcd', 'lazada', 'zalora', 'cgvtiket', 'konser', 'coldplay', 'cat', 'hotelpesawatbioskop']"
956,kode promo referral pinjaman online pinjolpayleter ojk indodana luqug tips acc kontak darurat akan dikirim sms link verifikasikliksetuju tokopedia mcd alfamart apple ibox samsung erafone eiger airpaz oppo ikeapulsatokentiket konser coldplay cat pesawathotelbioskop,"['kode', 'promo', 'referral', 'pinjam', 'online', 'pinjolpayleter', 'ojk', 'indodana', 'luqug', 'tips', 'acc', 'kontak', 'darurat', 'kirim', 'sms', 'link', 'verifikasikliksetuju', 'tokopedia', 'mcd', 'alfamart', 'apple', 'ibox', 'samsung', 'erafone', 'eiger', 'airpaz', 'oppo', 'ikeapulsatokentiket', 'konser', 'coldplay', 'cat', 'pesawathotelbioskop']"
957,coldplay kalo konser tur indonesia dalam tajuk coldplay ramadhan tour with djarum coklat ngabuburit  majalaya soreang s,"['coldplay', 'kalo', 'konser', 'tur', 'indonesia', 'tajuk', 'coldplay', 'ramadhan', 'tour', 'with', 'djarum', 'coklat', 'ngabuburit', 'majalaya', 'soreang', 's']"
958,buat persipan nonton konser kaos coldplay bahan combet s  sablon gold bukan sablon tempeldtf harga k free ongk,"['sip', 'nonton', 'konser', 'kaos', 'coldplay', 'bahan', 'combet', 's', 'sablon', 'gold', 'sablon', 'tempeldtf', 'harga', 'k', 'free', 'ongk']"
959,mui siapkan surat terbuka untuk sandiaga uno terkait penolakan konser coldplay di indonesia merusak moral anak bangsa,"['mui', 'siap', 'surat', 'buka', 'sandiaga', 'uno', 'kait', 'tolak', 'konser', 'coldplay', 'indonesia', 'rusak', 'moral', 'anak', 'bangsa']"
960,sedih bgt inget pas itu dulu bener yaudahlah waktu d konser di indo aku pikir akan ada lain waktu aku nonton konser tour mereka ternyata aku salah bukan lain waktunya tp mereka ga selamanya muda dan jadi bocah di stageditambah zayn walked out ancur skrg coldplay dahlah,"['sedih', 'bgt', 'inget', 'pas', 'bener', 'yaudahlah', 'd', 'konser', 'indo', 'pikir', 'nonton', 'konser', 'tour', 'salah', 'tp', 'ga', 'muda', 'bocah', 'stageditambah', 'zayn', 'walked', 'out', 'ancur', 'skrg', 'coldplay', 'dah']"
961,daripada nonton coldplay kalo aku mending nunggu radiohead konser di indo atau starsailor atau mungkin snow patrol atau bahkan suede,"['nonton', 'coldplay', 'kalo', 'mending', 'nunggu', 'radiohead', 'konser', 'indo', 'starsailor', 'snow', 'patrol', 'suede']"
962,iyaa yah mgkn emg karena masih anget angetnyaa nih coldplay sebulan lg jg uda pd lupa krn ada konser yg baru lg muncul,"['iyaa', 'yah', 'mgkn', 'emg', 'anget', 'angetnyaa', 'nih', 'coldplay', 'bulan', 'lg', 'jg', 'uda', 'pd', 'lupa', 'krn', 'konser', 'yg', 'lg', 'muncul']"
963,aku aja ilfeel sm orang yg si paling coldplay dan si paling konser treakin org fomo fomo wkwkwkwk  aku mah walopun ngefans bgt  pengin bgt nton tetep fair bt yg punya duit  hoki dpt tiket walopun fomo doang silakan   kalo calo baru aku sumpahin neraka jahanam,"['aja', 'ilfeel', 'sm', 'orang', 'yg', 'si', 'coldplay', 'si', 'konser', 'treakin', 'org', 'fomo', 'fomo', 'wkwkwkwk', 'mah', 'walopun', 'ngefans', 'bgt', 'pengin', 'bgt', 'nton', 'tetep', 'fair', 'bt', 'yg', 'duit', 'hoki', 'dpt', 'tiket', 'walopun', 'fomo', 'doang', 'sila', 'kalo', 'calo', 'sumpahin', 'neraka', 'jahanam']"
964,sesama kadrun pecah kongsi,"['kadrun', 'pecah', 'kongsi']"
965,wts  want to sell tiket konser coldplay jakarta  my universe  festival  slot  tiket  price per tiket jt  minat  dm,"['wts', 'want', 'to', 'sell', 'tiket', 'konser', 'coldplay', 'jakarta', 'my', 'universe', 'festival', 'slot', 'tiket', 'price', 'tiket', 'jt', 'minat', 'dm']"
966,abadi   oh karena konser coldplay lah yang merusak akhlak dan moral anak bangsa bukan karena korupsi kekerasan atau ketidakadilan sosial yang lebih signifikan makes sense,"['abadi', 'oh', 'konser', 'coldplay', 'rusak', 'akhlak', 'moral', 'anak', 'bangsa', 'korupsi', 'keras', 'ketidakadilan', 'sosial', 'signifikan', 'makes', 'sense']"
967,budimab  kadal gurun impoyg satu ini terlihat goblog coldplay penggemarnya jutaan masy dunia datang kesini mau kon,"['budimab', 'kadal', 'gurun', 'impoyg', 'goblog', 'coldplay', 'gemar', 'juta', 'masy', 'dunia', 'kesini', 'kon']"
968,update  dia bakal ganti username terus guys sekarang usernamenya ini   gak cuma scammer paypal di,"['update', 'ganti', 'username', 'guys', 'usernamenya', 'gak', 'scammer', 'paypal']"
969,update  dia bakal ganti username terus guys sekarang usernamenya ini   gak cuma scammer paypal dia scammer tiket juga help biar gak banyak yang ketipu sama dia  tag scam paypal wts wtb tiket konser coldplay  sfu,"['update', 'ganti', 'username', 'guys', 'usernamenya', 'gak', 'scammer', 'paypal', 'scammer', 'tiket', 'help', 'biar', 'gak', 'tipu', 'tag', 'scam', 'paypal', 'wts', 'wtb', 'tiket', 'konser', 'coldplay', 'sfu']"
970,lagi pada euforia beli tiket coldplay temen gw dah dpt harga juta gatau nonton dr sebelah mananya semacam kepuasan sih gw jg pernah merasakan nikmatnya nonton konser seperti nonton lgsg pertandingan sepak bola entah knp mnrt gw mending beli kambing  aje buat kurban bln bsk,"['euforia', 'beli', 'tiket', 'coldplay', 'temen', 'gw', 'dah', 'dpt', 'harga', 'juta', 'gatau', 'nonton', 'dr', 'belah', 'mana', 'puas', 'sih', 'gw', 'jg', 'rasa', 'nikmat', 'nonton', 'konser', 'nonton', 'lgsg', 'tanding', 'sepak', 'bola', 'knp', 'mnrt', 'gw', 'mending', 'beli', 'kambing', 'aje', 'kurban', 'bln', 'bsk']"
971,kadal gurun impoyg satu ini terlihat goblog coldplay penggemarnya jutaan masy dunia datang kesini mau konser musik bukan mau ajak dukung lgbt,"['kadal', 'gurun', 'impoyg', 'goblog', 'coldplay', 'gemar', 'juta', 'masy', 'dunia', 'kesini', 'konser', 'musik', 'ajak', 'dukung', 'lgbt']"
972,pambudy  tidak semua atlit berprestasi ingin dengan iklas menonton konser coldplay  saya yakin sebagian besar atlit berprestasi lebih membutuhkan uang untuk mendukung prestasinya atau setidaknya untuk kehidupannya,"['pambudy', 'atlit', 'prestasi', 'iklas', 'tonton', 'konser', 'coldplay', 'atlit', 'prestasi', 'butuh', 'uang', 'dukung', 'prestasi', 'hidup']"
973,tidak semua atlit berprestasi ingin dengan iklas menonton konser coldplay  saya yakin sebagian besar atlit berprestasi lebih membutuhkan uang untuk mendukung prestasinya atau setidaknya untuk kehidupannya,"['atlit', 'prestasi', 'iklas', 'tonton', 'konser', 'coldplay', 'atlit', 'prestasi', 'butuh', 'uang', 'dukung', 'prestasi', 'hidup']"
974,kak masa aku kepikiran cheolgyu mau concert date coldplay karena gyu ngefans bgt sama coldplay sekalian ngerayain anniv tapi sebelom konser mereka putus ha  di siang yang cerah ini kenapa kamu ngedrop prompt angst wahai anonku sayangg tnsha,"['kak', 'pikir', 'cheolgyu', 'concert', 'date', 'coldplay', 'gyu', 'ngefans', 'bgt', 'coldplay', 'ngerayain', 'anniv', 'bom', 'konser', 'putus', 'ha', 'siang', 'cerah', 'ngedrop', 'prompt', 'angst', 'anonku', 'sayangg', 'tnsha']"
975,menpora dito tertarik memberikan tiket konser coldplay kepada para atlet yang berprestasi di sea games  kamboja ,"['menpora', 'dito', 'tarik', 'tiket', 'konser', 'coldplay', 'atlet', 'prestasi', 'sea', 'games', 'kamboja']"
976,kemarin diajakin nonton coldplay didome dah w skip ga nonton konser taun ini  soalnya ga nonton konser aimyon yang lain juga,"['kemarin', 'diajakin', 'nonton', 'coldplay', 'didome', 'dah', 'w', 'skip', 'ga', 'nonton', 'konser', 'taun', 'ga', 'nonton', 'konser', 'aimyon']"
977,wts hotel  malem deket stadion gbk  nov alasan jual ga dpt tiket konser coldplay dm for more info and price,"['wts', 'hotel', 'malem', 'deket', 'stadion', 'gbk', 'nov', 'alas', 'jual', 'ga', 'dpt', 'tiket', 'konser', 'coldplay', 'dm', 'for', 'more', 'info', 'and', 'price']"
978,cuitan netizen soal keluhan tiket konser coldplay di twitter galau belum bisa nonton,"['cuit', 'netizen', 'keluh', 'tiket', 'konser', 'coldplay', 'twitter', 'galau', 'nonton']"
979,yang mau nonton konser coldplay tapi masih kurang uangnya mungkin bisa coba join freelance di aku yaa walaupun receh tapi makin lama bisa makin banyakk,"['nonton', 'konser', 'coldplay', 'uang', 'coba', 'join', 'freelance', 'yaa', 'receh', 'banyakk']"
980,konser berikutnya setelah coldplay,"['konser', 'coldplay']"
981,konser coldplay belum dapat stempel halal,"['konser', 'coldplay', 'stempel', 'halal']"
982,link dalam video   rujukan   hanya butuh keberanian maaf kalau sedikit belepotan karena saya baru pertamakali membuat video reaction seperti ini,"['link', 'video', 'rujuk', 'butuh', 'berani', 'maaf', 'belepotan', 'pertamakali', 'video', 'reaction']"
983,marak calo tiket konser coldplay di malaysia menteri komunikasi panggil promotor,"['marak', 'calo', 'tiket', 'konser', 'coldplay', 'malaysia', 'menteri', 'komunikasi', 'panggil', 'promotor']"
984,guys yg masih cari jasa trip buat konser coldplay nanti ayo bareng kita,"['guys', 'yg', 'cari', 'jasa', 'trip', 'konser', 'coldplay', 'ayo', 'bareng']"
985,menanggapi berita tentang tiket nonton konser coldplay yang menurut kemenkes butuh booster terlebih dahulu  pengumuman bagi gen z dan generasi millenial yang ingin nonton konser coldplay  jika diminta booster tidak perlu tolak saja booster justru bikin kalian lemah dan sakit,"['tanggap', 'berita', 'tiket', 'nonton', 'konser', 'coldplay', 'kemenkes', 'butuh', 'booster', 'umum', 'gen', 'z', 'generasi', 'millenial', 'nonton', 'konser', 'coldplay', 'booster', 'tolak', 'booster', 'bikin', 'lemah', 'sakit']"
986,bighit  guys yg masih cari jasa trip buat konser coldplay  suga nanti ayo bareng kita mumpung masih ada slotnya,"['bighit', 'guys', 'yg', 'cari', 'jasa', 'trip', 'konser', 'coldplay', 'suga', 'ayo', 'bareng', 'mumpung', 'slotnya']"
987,nusantara  mungkin coldplay kalau konser suruh syari pakai gamis jenggot tan sama celana cingkrang  dan ada tilawah alquran baru dech mui menerima atau datang kan penyanyi dari timur tengah nessi ajram dari lebanon pop star lebanon yang beragama kristen,"['nusantara', 'coldplay', 'konser', 'suruh', 'syar', 'pakai', 'gamis', 'jenggot', 'tan', 'celana', 'cingkrang', 'tilawah', 'alquran', 'dech', 'mui', 'terima', 'nyanyi', 'timur', 'nessi', 'ajram', 'lebanon', 'pop', 'star', 'lebanon', 'agama', 'kristen']"
988,guys yg masih cari jasa trip buat konser coldplay di indo nanti ayo bareng kita,"['guys', 'yg', 'cari', 'jasa', 'trip', 'konser', 'coldplay', 'indo', 'ayo', 'bareng']"
989,kasus penipuan tiket konser coldplay di jakarta dengan total kerugian hingga lebih dari rp juta salah satunya dokter influencer ini terkena tipu tiket konser coldplay di jakarta hingga rugi rp juta,"['tipu', 'tiket', 'konser', 'coldplay', 'jakarta', 'total', 'rugi', 'rp', 'juta', 'salah', 'satu', 'dokter', 'influencer', 'kena', 'tipu', 'tiket', 'konser', 'coldplay', 'jakarta', 'rugi', 'rp', 'juta']"
990,ributribut konser coldplay eug aja ga liat konser blur di indonesia santuy  tapiii emang sih perihnya kaga ilangilang,"['ributribut', 'konser', 'coldplay', 'eug', 'aja', 'ga', 'liat', 'konser', 'blur', 'indonesia', 'santuy', 'tapiii', 'emang', 'sih', 'perih', 'kaga', 'ilangilang']"
991,konser coldplay secara mandiri,"['konser', 'coldplay', 'mandiri']"
992,percakapan siang bersama bapak  katanya golpi mau konser ke jakarta ya  hah  ini tadi di berita  golpi siapa  ambil hp nunjukin history youtubenya  itu namanya coldplay bah coldplay,"['cakap', 'siang', 'kata', 'golpi', 'konser', 'jakarta', 'ya', 'hah', 'ini', 'berita', 'golpi', 'siapa', 'ambil', 'hp', 'nunjukin', 'history', 'youtubenya', 'itu', 'nama', 'coldplay', 'bah', 'coldplay']"
993,orang orang sibuk war konser coldplay aku sibuk bucin in panaroma salnab especially salma,"['orang', 'orang', 'sibuk', 'war', 'konser', 'coldplay', 'sibuk', 'bucin', 'in', 'panaroma', 'salnab', 'especially', 'salma']"
994,wave   lah fakta apa apa urusannya sama konser coldplay tolollll,"['wave', 'fakta', 'urus', 'konser', 'coldplay', 'tolollll']"
995,lebih dari  ribu tiket konser coldplay di indonesia siap dijual  cnn indonesia,"['ribu', 'tiket', 'konser', 'coldplay', 'indonesia', 'jual', 'cnn', 'indonesia']"
996,kapasitas baterai  mah bisa puas untuk rekam konser coldplay yang sebentar lagi di indonesia war tiket sampai dapat,"['kapasitas', 'baterai', 'mah', 'puas', 'rekam', 'konser', 'coldplay', 'sebentar', 'indonesia', 'war', 'tiket']"
997,daripada w sedih ga dpt coldplay mending flashback konser blackpink aja deh beneran bikin happy bgt ni blackpink,"['w', 'sedih', 'ga', 'dpt', 'coldplay', 'mending', 'flashback', 'konser', 'blackpink', 'aja', 'deh', 'beneran', 'bikin', 'happy', 'bgt', 'ni', 'blackpink']"
998,buat persipan nonton konser kaos coldplay bahan combet s  sablon gold bukan sablon tempeldtf harga k free ongkir malkot lokasi bandulan wa    makasih mind,"['sip', 'nonton', 'konser', 'kaos', 'coldplay', 'bahan', 'combet', 's', 'sablon', 'gold', 'sablon', 'tempeldtf', 'harga', 'k', 'free', 'ongkir', 'malkot', 'lokasi', 'bandul', 'wa', 'makasih', 'mind']"
999,kalo secara setlist konser coldplay top  gw ofc  viva la vida tour  mylo xylotour  ahfod puji tuhan nonton lgsg juga,"['kalo', 'setlist', 'konser', 'coldplay', 'top', 'gw', 'ofc', 'viva', 'la', 'vida', 'tour', 'mylo', 'xylotour', 'ahfod', 'puji', 'tuhan', 'nonton', 'lgsg']"
1000,stop post konser dan tiket coldplay please everyone huh hah,"['stop', 'post', 'konser', 'tiket', 'coldplay', 'please', 'everyone', 'huh', 'hah']"
1001,want to rent  wtr  open rent   iphone  pro  bisa untuk konserfanmeet  niki nmixx lee seunggi kim mingue woodz,"['want', 'to', 'rent', 'wtr', 'open', 'rent', 'iphone', 'pro', 'konserfanmeet', 'nik', 'nmixx', 'lee', 'seunggi', 'kim', 'mingue', 'woodz']"
1002,want to rent  wtr  open rent   iphone  pro  bisa untuk konserfanmeet  niki nmixx lee seunggi kim mingue woodz kim seonho aespa txt fujii kaze baby metal song jihyo  ktgl konser bisa langsung dm untuk tnc atau event lain  suga red velvet coldplay,"['want', 'to', 'rent', 'wtr', 'open', 'rent', 'iphone', 'pro', 'konserfanmeet', 'nik', 'nmixx', 'lee', 'seunggi', 'kim', 'mingue', 'woodz', 'kim', 'seonho', 'aespa', 'txt', 'fujii', 'kaze', 'baby', 'metal', 'song', 'jihyo', 'ktgl', 'konser', 'langsung', 'dm', 'tnc', 'event', 'suga', 'red', 'velvet', 'coldplay']"
1003,kocak fans pede tak ada antrean beli tiket konser coldplay ternyata masuk ke link konser dmasiv  ,"['kocak', 'fans', 'pede', 'antre', 'beli', 'tiket', 'konser', 'coldplay', 'masuk', 'link', 'konser', 'dmasiv']"
1004,rian dmasiv sampai mengomentari cuitan netizen yang salah beli tiket konser coldplay   ,"['rian', 'dmasiv', 'komentar', 'cuit', 'netizen', 'salah', 'beli', 'tiket', 'konser', 'coldplay']"
1005,tu konser rp coldplay,"['tu', 'konser', 'rp', 'coldplay']"
1006,wts ticket coldplay concert music of the spheres world tour jakarta festival free standing  tix harga k dibantu sampai jadi tiket fisik  t want to sell tiket concert konser,"['wts', 'ticket', 'coldplay', 'concert', 'music', 'of', 'the', 'spheres', 'world', 'tour', 'jakarta', 'festival', 'free', 'standing', 'tix', 'harga', 'k', 'bantu', 'tiket', 'fisik', 't', 'want', 'to', 'sell', 'tiket', 'concert', 'konser']"
1007,lumayan sebagai referensi untuk persiapan konser coldplay banyak yg nyambut tapi pasti ada yg demo kamu tim yg mana coldplay atau,"['lumayan', 'referensi', 'siap', 'konser', 'coldplay', 'yg', 'nyambut', 'yg', 'demo', 'tim', 'yg', 'coldplay']"
1008,wts  want to sell tiket coldplay jkt  my universe festival  serius buyer onlyy price dm aja yaa   tag,"['wts', 'want', 'to', 'sell', 'tiket', 'coldplay', 'jkt', 'my', 'universe', 'festival', 'serius', 'buyer', 'onlyy', 'price', 'dm', 'aja', 'yaa', 'tag']"
1009,reaksi menpora dimintai pemain timnas u bonus tiket konser coldplay  lewat,"['reaksi', 'menpora', 'main', 'timnas', 'u', 'bonus', 'tiket', 'konser', 'coldplay']"
1010,semua bakal beres klo sama pak mahfud md siap pasang badan usai konser coldplay kena ancam pa netizen maju terus,"['beres', 'klo', 'mahfud', 'md', 'pasang', 'badan', 'konser', 'coldplay', 'kena', 'ancam', 'pa', 'netizen', 'maju']"
1011,fionyjkt ormas yang mau bubarin konser coldplay,"['fionyjkt', 'ormas', 'bubarin', 'konser', 'coldplay']"
1012,terkait kasus penipuan bermodus jualan tiket coldplay bareskrim akan panggil penjual tiket resmi konser tersebut,"['kait', 'tipu', 'modus', 'jual', 'tiket', 'coldplay', 'bareskrim', 'panggil', 'jual', 'tiket', 'resmi', 'konser']"
1013,mau wtb tiket konser coldplay tapi masih takut bgt,"['wtb', 'tiket', 'konser', 'coldplay', 'takut', 'bgt']"
1014,coba kita lihat nanti itu konser coldplay batal apa kagak,"['coba', 'lihat', 'konser', 'coldplay', 'batal', 'kagak']"
1015,selamat siang buat yang nggak dapat tiket konser coldplay yang dapat minggir dulu soalnya saya nggak mau iri hati,"['selamat', 'siang', 'nggak', 'tiket', 'konser', 'coldplay', 'minggir', 'nggak', 'iri', 'hati']"
1016,baca selengkapnya,"['baca', 'lengkap']"
1017,emang bener sih ga layak  tapi faktor di luar sepakbola juga ada contohnya sekarang konser coldplay juga kan ada penolakan,"['emang', 'bener', 'sih', 'ga', 'layak', 'faktor', 'sepakbola', 'contoh', 'konser', 'coldplay', 'tolak']"
1018,kl dipikii ntar konser coldplay kaga rame soalnya yg beli para calo,"['kl', 'dipikii', 'ntar', 'konser', 'coldplay', 'kaga', 'rame', 'yg', 'beli', 'calo']"
1019,direktorat tindak pidana siber bareskrim polri mulai menerima laporan kasus penipuan jualbeli tiket konser coldplay di jakar,"['direktorat', 'tindak', 'pidana', 'siber', 'bareskrim', 'polri', 'terima', 'lapor', 'tipu', 'jualbeli', 'tiket', 'konser', 'coldplay', 'jakar']"
1020,solusi finansial terkait konser coldplay,"['solusi', 'finansial', 'kait', 'konser', 'coldplay']"
1021,manifesting war tiket smtown konser dpr dan ep ga sesusah coldplay nanti ehe,"['manifesting', 'war', 'tiket', 'smtown', 'konser', 'dpr', 'ep', 'ga', 'susah', 'coldplay', 'ehe']"
1022,daripada ribut ribut yakan aku lg ada rezeki dan aku mau bagi lewat giveaway berupa  weekly diamond pass  wdp untuk,"['ribut', 'ribut', 'yakan', 'lg', 'rezeki', 'giveaway', 'weekly', 'diamond', 'pass', 'wdp']"
1023,kalo sampe coldplay jadi konser disini berarti nggak menutup kemungkinan artis² western lain yg biasanya skip indo jadi mulai lirik indo  ya allah maunya exo d sos shawn taylor justin tapi duitnya nyari dimana,"['kalo', 'sampe', 'coldplay', 'konser', 'nggak', 'tutup', 'artis', 'western', 'yg', 'skip', 'indo', 'lirik', 'indo', 'ya', 'allah', 'mau', 'exo', 'd', 'sos', 'shawn', 'taylor', 'justin', 'duit', 'nyari', 'mana']"
1024,setelah tidak direstui bumi buat nonton konser coldplay  niki   semoga bisa dapet tiket konser aespa,"['restu', 'bumi', 'nonton', 'konser', 'coldplay', 'nik', 'moga', 'dapet', 'tiket', 'konser', 'aespa']"
1025,tak pelak konfirmasi resmi kunjungan coldplay ke indonesia menjadi kejutan luar biasa bagi banyak orang alhasil obrolan tentang coldplay merebut lampu sorot perbincangan di jagat maya,"['pelak', 'konfirmasi', 'resmi', 'kunjung', 'coldplay', 'indonesia', 'kejut', 'orang', 'alhasil', 'obrol', 'coldplay', 'rebut', 'lampu', 'sorot', 'bincang', 'jagat', 'maya']"
1026,wajar saja sudah beberapa kali coldplay diisukan akan memasukkan indonesia sebagai lokasi konser tetapi akhirnya hanya menjadi wacana belaka,"['wajar', 'kali', 'coldplay', 'isu', 'masuk', 'indonesia', 'lokasi', 'konser', 'wacana', 'belaka']"
1027,band coldplay dijadwalkan akan menggelar konser di stadion utama gelora bung karno jakarta pada  november  mendatang     utas,"['band', 'coldplay', 'jadwal', 'gelar', 'konser', 'stadion', 'utama', 'gelora', 'karno', 'jakarta', 'november', 'utas']"
1028,sunsun few tweets au    edisi fomo nonton konser coldplay,"['sunsun', 'few', 'tweets', 'au', 'edisi', 'fomo', 'nonton', 'konser', 'coldplay']"
1029,besok lo katain fomo ke semua org yg dateng ke konser coldplay lo teriakin dah tu org satu depan gbk,"['besok', 'lo', 'katain', 'fomo', 'org', 'yg', 'dateng', 'konser', 'coldplay', 'lo', 'teriakin', 'dah', 'tu', 'org', 'gbk']"
